id,company_name,website,prior_status,prior_score,prior_category,new_score,recommended_category,outreach_tone,reasoning,suggested_status
"804","360 INNOVATIVE SOLUTIONS LLC","","disqualified","3","sales","4","relationship_building","soft intro, discovery call","Government contractor status and named contact Janice Braddock with email are baseline signals, but '360 Innovative Solutions' lacks any defense or compliance indicators; unclear if they handle government data or have CMMC obligations.","qualified"
"805","RRJ CYBERSECURITY SOLUTIONS, LLC","","disqualified","3","sales","6","sales","direct compliance pitch","8(a) WOSB designation indicates small business with government ties, cybersecurity company name strongly suggests CMMC relevance, and named contact Rachel Roberts-Jones is reachable; this is a plausible buyer despite missing employee count and CMMC level.","qualified"
"806","JUNIPER DRIVE LLC","","disqualified","2","sales","3","relationship_building","soft intro only","Government contractor registration and named contact Babu Jackson are minimal signals; generic name 'Juniper Drive' with no org-type, sector, or defense context makes fit unclear.","disqualified"
"807","MALL LOBBY.COM, INC.","","disqualified","1","sales","2","relationship_building","research first, then soft intro","Government database entry is the only positive; 'Mall Lobby.com' name strongly suggests non-defense (e.g., retail/real estate) and is unlikely to have CMMC obligations.","disqualified"
"808","LAUGHING SQUIRREL LLC","","disqualified","2","sales","3","relationship_building","soft intro only","Government contractor status plus named contact Keith Clendaniel with email provide minimal signals, but 'Laughing Squirrel' name and total absence of tech/defense context suggest poor fit.","disqualified"
"809","WIKISTUDIO, LLC","","disqualified","1","sales","1","relationship_building","research first, skip unless found relevant","Government contractor registration alone does not overcome 'WikiStudio' (likely creative/media), personal Gmail contact, and zero defense or tech indicators; very unlikely CMMC prospect.","disqualified"
"810","CYBERSMART LLC","","disqualified","2","sales","4","relationship_building","soft intro, discovery call","Government database membership and named contact Delphine Duncan with email are baseline positives; 'CyberSmart' name hints at IT security alignment, but no org type, employee count, or CMMC level prevents confident scoring.","qualified"
"811","REASONABLE TECH SOLUTIONS INC","","disqualified","3","sales","5","sales","direct compliance pitch","Government contractor status, IT services-implied name 'Reasonable Tech Solutions', and named contact James Mitchell with email all suggest plausible compliance need; missing org type and employee count are acceptable gaps given defense-database membership.","qualified"
"812","ROESLER THOMPSON CORPORATION","","disqualified","3","sales","4","relationship_building","soft intro, discovery call","Government contractor status and named contact Christopher Thompson with email are positive, but 'Roesler Thompson Corporation' is generic corporate name with no visible defense, tech, or compliance signals.","qualified"
"813","INSPIRED DATA SOLUTIONS LLC","","disqualified","3","sales","5","sales","direct compliance pitch","Government contractor registration, data-focused company name 'Inspired Data Solutions', and named contact John Purnell with email suggest possible government-data handling; worth direct pitch despite missing org type and employee count.","qualified"
"815","ALGA7SOLUTIONS.COM LIMITED LIABILITY CO","","disqualified","3","sales","6","sales","direct compliance pitch","VOSB/SDVOSB designation (veteran-owned small business) is a strong government-sector signal, named contact William Washington with email, and government contractor database membership; likely handles DoD work and CMMC obligations despite unknown employee count.","qualified"
"816","ALL GATEWAY NETWORK BUSINESS LLC","","disqualified","2","sales","3","relationship_building","soft intro only","Government contractor status and named contact Desma Nicholson Jr with email are minimal signals; 'All Gateway Network Business' name is generic and gives no clear indication of defense or tech focus.","disqualified"
"817","NOVARE CYBER SOLUTIONS LLC","","disqualified","3","sales","6","sales","direct compliance pitch","Government contractor registration, cybersecurity-focused company name 'Novare Cyber Solutions', and named contact Patrick Anderson with email strongly suggest CMMC relevance; direct pitch is appropriate despite unknown org details.","qualified"
"818","ERUDITE SOLUTIONS, INC.","","disqualified","2","sales","3","relationship_building","soft intro only","Government contractor status and named contact Suresh Hosamane with email are baseline signals only; generic name 'Erudite Solutions' with no visible tech or defense context makes fit unclear.","disqualified"
"819","VISION SOLUTION LLC","","disqualified","2","sales","2","relationship_building","research first, then soft intro","Government contractor registration and named contact Stacey Scott are minimal; Gmail address and generic 'Vision Solution' name suggest small/informal operation unlikely to have CMMC obligations or budget.","disqualified"
"820","OSAVORY ENTERPRISES, LLC","","disqualified","2","sales","3","relationship_building","soft intro, discovery call","Government contractor status and named contact Omar Savory with email provide baseline signals; 'svrytec.com' domain hints at possible tech but 'OsAvory Enterprises' is too generic to confirm fit without more research.","disqualified"
"823","JAAH LLC","","disqualified","2","sales","2","relationship_building","research first, then soft intro","Government contractor registration and named contact Jinmi Ismail with email are minimal signals; ultra-generic name 'JAAH LLC' with no visible business context makes fit highly speculative.","disqualified"
